品牌,型号,CADR 灰尘(m3/h),CADR 花粉,CADR 烟雾,高度(mm),宽度(mm),深度(mm),重量(kg),颜色,最小噪音(dB),最大噪音(dB),最小功率(W),最大功率(W),最大风量,材料,原产地,滤网寿命,滤网材料,滤网更新提醒,支持睡眠模式,支持遥控,支持定时,空气质量显示,风档,图片,数据来源
松下,F-VXG70C,,,,,,,10.2,香槟色,,,,,,,中国,,,支持,true,,,true,,http://img12.360buyimg.com/n1/g16/M00/0B/11/rBEbRlN8ZMoIAAAAAAEAHgF9gXkAACPugFJ4BwAAQA2909.jpg,http://item.jd.com/497227.html
松下,F-VXG70C-N,,,,608,390,275,8,金色,,,,50,,,佛山,36.0,活性炭滤网,有,支持,不支持,不支持,有,-1,http://image.suning.cn/content/catentries/00000000012020/000000000120205569/fullimage/000000000120205569_1.jpg,http://product.suning.com/120205569.html
松下,F-VXG70C-R,,,,608,390,295,10.2,红色,,,,70,,,中国,10.0,HEPA滤网,有,支持,不支持,不支持,有,-1,http://image.suning.cn/content/catentries/00000000010192/000000000101923756/fullimage/000000000101923756_1.jpg,http://product.suning.com/101923756.html
松下,F-VXG70C-R,,,,608,390,295,10.2,红色,,,,70,,,广东,6.0,HEPA滤网,有,支持,不支持,不支持,有,-1,http://image.suning.cn/content/catentries/00000000012015/000000000120153481/fullimage/000000000120153481_1.jpg,http://product.suning.com/120153481.html
松下,F-VXG70C-R/N,,,,275,608,390,10.2,槟色/红色,,,,50,,,,,,,true,,,,,http://2c.zol-img.com.cn/product/76_160x120/144/ceRhXcdRfqYSo.jpg,http://detail.zol.com.cn//308/307122/param.shtml
松下,F-VXH50C-S,,,,,,,,银色,,,,,,,,,,,,,,,,http://2b.zol-img.com.cn/product/121_160x120/25/ceqxPP32wkCZA.jpg,http://detail.zol.com.cn//335/334774/param.shtml
松下,F-VXH50C-S,,,,560,360,200,7,白色,,,,50,,,佛山,36.0,活性炭滤网,有,支持,不支持,不支持,有,-1,http://image.suning.cn/content/catentries/00000000012020/000000000120205815/fullimage/000000000120205815_1.jpg,http://product.suning.com/120205815.html
松下,F-VXJ05C,,,,238,188,236,1.9,白色,,,,7,,,广州,24.0,HEPA滤网,无,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010965/000000000109653819/fullimage/000000000109653819_1.jpg,http://product.suning.com/109653819.html
松下,F-VXJ05C-A/W,,,,,,,,,,,,,,,,,,,,,,,,http://2c.zol-img.com.cn/product/126_160x120/404/ceEk7hHms7HA.jpg,http://detail.zol.com.cn//369/368296/param.shtml
松下,F-VXJ90C,,,,,,,,,,,,,,,,,,,,,,,,http://2f.zol-img.com.cn/product/121_160x120/435/ceE3gAtEfCOrE.jpg,http://detail.zol.com.cn//363/362262/param.shtml
松下,F-VXJ90C-K,,,,,,,11.5,黑色,,18.9,,,,,中国大陆,,,,,,,,,http://img13.360buyimg.com/n1/g10/M00/1E/0C/rBEQWVNmB0MIAAAAAAFo9CCarXkAAF8zwPwExIAAWkM840.jpg,http://item.jd.com/972783.html
松下,F-VXJ90C-K,,,,636,388,265,8,黑色,,,,70,,,佛山,36.0,HEPA滤网,有,支持,不支持,不支持,有,-1,http://image.suning.cn/content/catentries/00000000012020/000000000120206916/fullimage/000000000120206916_1.jpg,http://product.suning.com/120206916.html
松下,F-VXJ90C-S,,,,,,,11.5,银色,,18.9,,,,,中国大陆,,,,,,,,,http://img12.360buyimg.com/n1/g12/M00/0F/03/rBEQYVNmBpcIAAAAAAH2PltNABoAAFehAIvMa4AAfZW092.jpg,http://item.jd.com/972207.html
松下,F-VXJ90C-S,,,,636,398,297,11.5,银色,,,,70,,,中国,10.0,HEPA滤网,有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010406/000000000104069543/fullimage/000000000104069543_1.jpg,http://product.suning.com/104069543.html
松下,F-VXJ90C-S,,,,636,388,265,8,银色,,,,70,,,佛山,36.0,HEPA滤网,有,支持,不支持,不支持,有,-1,http://image.suning.cn/content/catentries/00000000012020/000000000120206521/fullimage/000000000120206521_1.jpg,http://product.suning.com/120206521.html
松下,F-VXJ90C-S,,,,636,398,297,11.5,银色,,,,70,,,广东,6.0,HEPA滤网,有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000012015/000000000120156758/fullimage/000000000120156758_1.jpg,http://product.suning.com/120156758.html
格力,KJFA330A,,,,,,,9.5,咖啡色,,,,,,,中国大陆,,,支持,true,true,,,,http://img14.360buyimg.com/n1/g16/M00/00/18/rBEbRlNq0KcIAAAAAARY57NWqqEAAAJbAJccZ0ABFj_514.jpg,http://item.jd.com/781034.html
格力,KJFA330A,,,,576,396,245,9.5,,,,,50,,,,,,true,true,,,true,3,http://2e.zol-img.com.cn/product/120_160x120/152/ce5GhuhoJgNVo.jpg,http://detail.zol.com.cn//364/363109/param.shtml
格力,KJFB200B,,,,,,,,白色,,,,55.0,,,中国大陆,,,支持,true,true,,,,http://img10.360buyimg.com/n1/g15/M08/1B/1A/rBEhWlNnUMMIAAAAAAHfmPTGlt0AAM5EwNR4EgAAd-w672.jpg,http://item.jd.com/844900.html
格力,KJFB200B,,,,,,,10.5,,,,,55,,,,,,true,true,,,,3,http://2a.zol-img.com.cn/product/120_160x120/202/cekrmJJRiPcA.jpg,http://detail.zol.com.cn//364/363112/param.shtml
格力,KJG155A,,,,,,,10.0,白色,48.0,26.0,,,,,中国大陆,,,支持,,true,,,,http://img10.360buyimg.com/n1/g10/M00/1E/12/rBEQWFNnRasIAAAAAAIGfGY32lMAAF_xAP0iaUAAgaU841.jpg,http://item.jd.com/837395.html
格力,KJG300A,,,,576,245,396,,,26,48,,95,151,,,,,,,,,,,http://2d.zol-img.com.cn/product/72_160x120/459/ceSzZvtOb1FD.jpg,http://detail.zol.com.cn//301/300813/param.shtml
格力,KJLG200-1,,,,459,428,198,4.7,,,,,45,,,,,,,,,,,三,http://2b.zol-img.com.cn/product/72_160x120/415/ceEDEEEPY4G7Y.jpg,http://detail.zol.com.cn//301/300808/param.shtml
格子,GZ-K08,,,,,,,1,紫色,,,,105,,,佛山,3.0,"HEPA滤网,活性炭滤网",无,支持,不支持,支持,无,-1,http://image.suning.cn/content/catentries/00000000010797/000000000107976645/fullimage/000000000107976645_1.jpg,http://product.suning.com/107976645.html
格子,GZ-K09,,,,369,284,143,3,紫色,,,,40,,,佛山,6.0,HEPA滤网,无,不支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010967/000000000109671542/fullimage/000000000109671542_1.jpg,http://product.suning.com/109671542.html
格诺斯,GNS1001B,,,,,,,6,金色,,,,30,,,北京,10.0,"HEPA滤网,活性炭滤网",有,支持,不支持,不支持,有,-1,http://image.suning.cn/content/catentries/00000000010844/000000000108444095/fullimage/000000000108444095_1.jpg,http://product.suning.com/108444095.html
森乐,SA1000,,,,,,,2.7,黑色,,,,5.0,,金属,加拿大,,,,,,,,,http://img14.360buyimg.com/n1/g16/M00/00/01/rBEbRlNphR8IAAAAAAI1QPnDKWcAAAAqADLwY8AAjVY979.jpg,http://item.jd.com/1036874.html
森乐,SA1000,,,,,,,2.7,黑色,,,,5,,,加拿大,12.0,"HEPA滤网,活性炭滤网",有,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010795/000000000107958146/fullimage/000000000107958146_1.jpg,http://product.suning.com/107958146.html
森乐,SA1100,,,,,,,3.5,黑色,,,,30.0,,金属,加拿大,,,,,,,,,http://img13.360buyimg.com/n1/g17/M00/00/01/rBEbR1NphP8IAAAAAAJN9M5OcBQAAAAqAFfIwoAAk4M969.jpg,http://item.jd.com/1036873.html
森乐,SA1100,,,,380,240,240,3.5,黑色,,,,10,,合金,,,,,,,,,,http://2b.zol-img.com.cn/product/133_160x120/613/cetngl4bOB9wY.jpg,http://detail.zol.com.cn//381/380361/param.shtml
森乐,SA1100,,,,,,,3.5,黑色,,,,30,,,加拿大,12.0,HEPA滤网,有,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010740/000000000107409722/fullimage/000000000107409722_1.jpg,http://product.suning.com/107409722.html
森乐,SA2500E,,,,,,,6.8,白色,,,,84.0,,金属,加拿大,,,支持,,,,,,http://img10.360buyimg.com/n1/g16/M00/00/01/rBEbRlNphSkIAAAAAAO94wKdfyQAAAAqANk30kAA737172.jpg,http://item.jd.com/1036875.html
森乐,SA2500E,,,,675,465,465,6.8,白色,,,,41,,合金,,,,true,,,,,,http://2c.zol-img.com.cn/product/133_160x120/734/ce8zkuHoQd1bo.jpg,http://detail.zol.com.cn//381/380366/param.shtml
森乐,SA2500E,,,,,,,6.8,白色,,,,84,,,加拿大,12.0,HEPA滤网,有,不支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010740/000000000107403648/fullimage/000000000107403648_1.jpg,http://product.suning.com/107403648.html
森乐,SA3000E,,,,,,,10.0,白色,,,,84.0,,金属,加拿大,,,,,,,,,http://img11.360buyimg.com/n1/g14/M04/1D/19/rBEhV1M9PFYIAAAAAAMa8iktLHwAALT0AC13MEAAxsK534.jpg,http://item.jd.com/1036881.html
森乐,SA3000E,,,,,,,10,白色,,,,84,,,加拿大,12.0,"HEPA滤网,活性炭滤网",有,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010795/000000000107959018/fullimage/000000000107959018_1.jpg,http://product.suning.com/107959018.html
森米,JHQ-601,,,,80,55,139,0.5,白色,,,,2,,,佛山,0.0,HEPA滤网,无,支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010975/000000000109750037/fullimage/000000000109750037_1.jpg,http://product.suning.com/109750037.html
森米,JHQ-801,,,,139,80,55,,粉色,,,,,,,,,,,,,,,,http://2b.zol-img.com.cn/product/134_160x120/491/ceBrCOm8QsY7U.jpg,http://detail.zol.com.cn//381/380636/param.shtml
森米,JHQ-801,,,,80,55,139,0.5,粉色,,,,2,,,佛山,,"无,HEPA滤网",无,支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010975/000000000109750071/fullimage/000000000109750071_1.jpg,http://product.suning.com/109750071.html
森米,JHQ-901,,,,139,80,55,,粉色，白色,,,,,,,,,,,,,,,,http://2d.zol-img.com.cn/product/134_160x120/469/ceCYh8ayevgxA.jpg,http://detail.zol.com.cn//381/380635/param.shtml
森米,JHQ-901,,,,80,55,139,0.9,白色,,,,5,,,佛山,,"HEPA滤网,活性炭滤网,无",无,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010975/000000000109750091/fullimage/000000000109750091_1.jpg,http://product.suning.com/109750091.html
橄榄绿,G1,,,,730,440,345,10,浅灰白,30,68,,79,400,ABS塑料,,,,,,,true,,5,http://2f.zol-img.com.cn/product/133_160x120/487/ce6jN8dlfBseo.jpg,http://detail.zol.com.cn//381/380057/param.shtml
橄榄绿,G1A200,,,,730,440,345,10,浅灰白,30,68,,79,400,ABS塑料,,,,,,,,,五,http://2c.zol-img.com.cn/product/135_160x120/746/ce137FyBHWlmM.jpg,http://detail.zol.com.cn//382/381823/param.shtml
橄榄绿,G2,,,,185,640,300,8,白色,30,60,,75,290,ABS塑料,,,,,,,true,,3,http://2a.zol-img.com.cn/product/133_160x120/938/ceOQrTjYuGqUE.jpg,http://detail.zol.com.cn//381/380058/param.shtml
橄榄绿,G2A200,,,,185,640,300,8,白色,30,60,,75,290,ABS塑料,,,,,,,,,三,http://2a.zol-img.com.cn/product/136_160x120/996/celuIFOYbcAyw.jpg,http://detail.zol.com.cn//385/384351/param.shtml
橄榄绿,G3,,,,560,370,240,8.72,白色,28,60,,28,220,ABS塑料,,,,,,,true,,3,http://2b.zol-img.com.cn/product/133_160x120/419/cekCkOPvUcRlc.jpg,http://detail.zol.com.cn//381/380064/param.shtml
橄榄绿,G3A200,,,,560,370,240,8.72,白色,22,60,,28,220,ABS塑料,,,,,,,,,三,http://2d.zol-img.com.cn/product/136_160x120/137/ceHFbZ5netAVY.jpg,http://detail.zol.com.cn//385/384353/param.shtml
欧乐,5000 Exec,,,,440,440,610,19.96,白色,,,,110,,,加拿大,60.0,"HEPA滤网,活性炭滤网",无,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010923/000000000109236511/fullimage/000000000109236511_1.jpg,http://product.suning.com/109236511.html
欧乐,5000 Vocarb,,,,440,440,610,19.96,白色,,,,110,,,加拿大,60.0,"HEPA滤网,活性炭滤网",无,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010923/000000000109237073/fullimage/000000000109237073_1.jpg,http://product.suning.com/109237073.html
欧乐,6000 Vocarb,,,,440,440,690,24.04,白色,,,,110,,,加拿大,60.0,"HEPA滤网,活性炭滤网",无,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010923/000000000109237280/fullimage/000000000109237280_1.jpg,http://product.suning.com/109237280.html
欧乐,8000 Vocarb,,,,440,440,790,33,黑色,,,,110,,,加拿大,60.0,"HEPA滤网,活性炭滤网",无,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010923/000000000109237954/fullimage/000000000109237954_1.jpg,http://product.suning.com/109237954.html
欧乐,AirTube Supreme Vocarb,,,,340,340,600,7.71,白色,,,,110,,,加拿大,60.0,"HEPA滤网,活性炭滤网",无,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010922/000000000109220483/fullimage/000000000109220483_1.jpg,http://product.suning.com/109220483.html
欧乐,AirTube Vocarb,,,,340,340,500,6.35,白色,,,,66,,,加拿大,60.0,"HEPA滤网,活性炭滤网",无,不支持,不支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010911/000000000109110872/fullimage/000000000109110872_1.jpg,http://product.suning.com/109110872.html
欧博,N208,,,,135,135,215,1.4,白色,,,,15,10,,中国大陆,4.0,HEPA滤网,有,支持,不支持,支持,无,-1,http://image.suning.cn/content/catentries/00000000010982/000000000109823921/fullimage/000000000109823921_1.jpg,http://product.suning.com/109823921.html
欧博,N812,,,,610,348,198,6,蓝色,,,,50,10,,中国大陆,4.0,HEPA滤网,有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010982/000000000109826208/fullimage/000000000109826208_1.jpg,http://product.suning.com/109826208.html
欧博,PRS-501,,,,420,250,100,3,金色,,,,4,10,,中国大陆,4.0,HEPA滤网,无,支持,支持,支持,无,-1,http://image.suning.cn/content/catentries/00000000010982/000000000109824469/fullimage/000000000109824469_1.jpg,http://product.suning.com/109824469.html
欧博,PRS503,,,,570,320,170,4.8,白色,,,,50,10,,中国大陆,4.0,HEPA滤网,有,支持,不支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010982/000000000109823903/fullimage/000000000109823903_1.jpg,http://product.suning.com/109823903.html
欧麦斯,JH-801,,,,515,210,300,8,金色,,,,30,,,中山,8.0,"HEPA滤网,活性炭滤网",有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010688/000000000106886459/fullimage/000000000106886459_1.jpg,http://product.suning.com/106886459.html
氧生活,OA-10,,,,68,175,78,0.2,珍珠白,,,,3,,,,,,,,,,,,http://2a.zol-img.com.cn/product/134_160x120/900/ceq8UNf8nGUQ.jpg,http://detail.zol.com.cn//381/380533/param.shtml
水之音,K01,,,,143,360,280,4,黑色,,,,45,240,,深圳,12.0,"HEPA滤网,活性炭滤网",有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010701/000000000107015861/fullimage/000000000107015861_1.jpg,http://product.suning.com/107015861.html
水之音,K02,,,,210,527,410,9,白色,,,,65,350,,深圳,12.0,"HEPA滤网,活性炭滤网",有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010701/000000000107015770/fullimage/000000000107015770_1.jpg,http://product.suning.com/107015770.html
水之音,K02,,,,210,527,410,9,红色,,,,220,350,,深圳,12.0,"HEPA滤网,活性炭滤网",有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010701/000000000107015421/fullimage/000000000107015421_1.jpg,http://product.suning.com/107015421.html
水之音,KY01,,,,143,360,280,4.5,白色,,,,45,150,,深圳,12.0,"HEPA滤网,活性炭滤网",有,支持,支持,支持,有,-1,http://image.suning.cn/content/catentries/00000000010730/000000000107305319/fullimage/000000000107305319_1.jpg,http://product.suning.com/107305319.html
汇清,HQ-GJ01,,,,,,,8.1,白色,,52.0,,70.0,,,中国,,,不支持,true,true,,true,,http://img10.360buyimg.com/n1/g13/M0A/00/14/rBEhVFNnK5AIAAAAAAFOnc1shCoAAM1uwBkNPMAAU61966.jpg,http://item.jd.com/1012840.html
汇清,HQ-GJ01,,,,,,,8.1,白色,,52.0,,70.0,,,中国,,,不支持,true,true,,,,http://img10.360buyimg.com/n1/g10/M00/1E/19/rBEQWVNorv4IAAAAAAGtNPjylN8AAGCkACb94MAAa1M705.jpg,http://item.jd.com/984590.html
汇清,HQ-GJ01,,,,,,,8.1,香槟金,,52.0,,70.0,,,中国,,,不支持,true,true,,true,,http://img11.360buyimg.com/n1/g15/M0A/1C/00/rBEhWlNorxQIAAAAAAIeon5lcUYAAM7ugMzu4cAAh66775.jpg,http://item.jd.com/984596.html
汇清,HQ-GJ01,,,,640,300,185,,白色,,,,70,,,中国,24.0,"HEPA滤网,活性炭滤网",无,支持,支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010582/000000000105821977/fullimage/000000000105821977_1.jpg,http://product.suning.com/105821977.html
汇清,HQ-GJ01,,,,640,300,185,8.100,白色,,,,70,,,中国,24.0,"HEPA滤网,活性炭滤网",无,支持,支持,不支持,有,-1,http://image.suning.cn/content/catentries/00000000010610/000000000106103148/fullimage/000000000106103148_1.jpg,http://product.suning.com/106103148.html
汇清,HQ-GJ01,,,,640,300,185,8.100,金色,,,,70,,,中国,24.0,"活性炭滤网,HEPA滤网",无,支持,支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000010582/000000000105821596/fullimage/000000000105821596_1.jpg,http://product.suning.com/105821596.html
汇清,HQ-GJ01-JW,,,,185,640,300,8.1,,30,52,,70,,PVC,,24.0,,,true,,,,,http://2f.zol-img.com.cn/product/135_160x120/7/ce8nRsPHLDyU.jpg,http://detail.zol.com.cn//383/382411/param.shtml
汇清,HQ-GJ01-JX,,,,185,640,300,8.1,,30,52,,70,,PVC,,24.0,,,true,,,,,http://2e.zol-img.com.cn/product/135_160x120/138/ces4ynP3wOueM.jpg,http://detail.zol.com.cn//383/382413/param.shtml
汇清,HQ-GJ01-S1,201,,,,,,8.1,黑、银、乳白三色混搭,,52.0,,72.0,,,中国,,,不支持,true,true,,true,,http://img13.360buyimg.com/n1/g17/M00/00/09/rBEbSFNpxj4IAAAAAAC6JGVkQGAAAAD1QCPF30AALo8695.jpg,http://item.jd.com/1123623.html
汇清,HQ-GJ01-S1,,,,185,640,300,8.1,,30,52,,72,,PVC,,24.0,,,true,,,,,http://2e.zol-img.com.cn/product/135_160x120/156/cef9ZCrn2DTeE.jpg,http://detail.zol.com.cn//383/382414/param.shtml
汇清,HQ-GJ02,,,,,,,5.75,白色,,52.0,,45.0,,,中国,,,不支持,true,true,,,,http://img11.360buyimg.com/n1/g17/M00/00/19/rBEbSFNq5OkIAAAAAAITBtUr9RkAAAKHwGrtCkAAhMe839.jpg,http://item.jd.com/990996.html
汇清,HQ-GJ02,,,,,,,5.75,香槟金,,52.0,,45.0,,,中国,,,不支持,true,true,,true,,http://img13.360buyimg.com/n1/g17/M00/00/19/rBEbR1Nq5NoIAAAAAAK1QKHSMokAAAKHgI-G5sAArVY633.jpg,http://item.jd.com/990993.html
汇清,HQ-GJ02,,,,,,,5.75,高亮白,,52.0,,45.0,,,中国,,,不支持,true,true,,true,,http://img10.360buyimg.com/n1/g14/M02/01/13/rBEhV1KLAz8IAAAAAAEioX-SB0QAAFzdQCAAq4AASK5873.jpg,http://item.jd.com/990990.html
汇清,HQ-GJ02-JW,,,,455,300,185,5.75,,30,52,,45,,PVC,,24.0,,,true,,,,,http://2a.zol-img.com.cn/product/135_160x120/188/cem4QUFrj8Cds.jpg,http://detail.zol.com.cn//383/382419/param.shtml
汇清,HQ-GJ02-JX,,,,455,300,185,5.75,,30,52,,45,,PVC,,24.0,,,true,,,,,http://2b.zol-img.com.cn/product/135_160x120/453/ceoo1q8H6b68g.jpg,http://detail.zol.com.cn//383/382421/param.shtml
汇清,HQ-GJ02-S2,126,,,,,,5.75,银色拉丝,,52.0,,63.0,,,中国,,,不支持,true,true,,true,,http://img10.360buyimg.com/n1/jfs/t166/287/815807963/173289/189db93b/539ac610Ne8edf70c.jpg,http://item.jd.com/1148950.html
汇清,HQ-GJ02-S2,,,,300,185,455,5.750,银色,,,,45,,,中国,12.0,"HEPA滤网,活性炭滤网",无,支持,支持,不支持,无,-1,http://image.suning.cn/content/catentries/00000000012080/000000000120806124/fullimage/000000000120806124_1.jpg,http://product.suning.com/120806124.html
江航,Q40,,,,360,250,622,7,金色,,,,55,400,,江苏,12.0,"HEPA滤网,活性炭滤网",无,支持,不支持,支持,无,-1,http://image.suning.cn/content/catentries/00000000012085/000000000120857900/fullimage/000000000120857900_1.jpg,http://product.suning.com/120857900.html
洛克施为,mint-IM-R55PB,,,,78,600,375,5.1,魔力黑,,45,,20,,高复合ABS，高聚合PC,,,,,,,,,1,http://2b.zol-img.com.cn/product/136_160x120/349/ceD4kliwNjs7M.jpg,http://detail.zol.com.cn//384/383287/param.shtml
洛克施为,mint-IM-R55PG,,,,78,600,375,5.1,香槟金,,45,,20,,高复合ABS，高聚合PC,,,,,,,,,1,http://2f.zol-img.com.cn/product/136_160x120/347/cesWa679g6Gu2.jpg,http://detail.zol.com.cn//384/383286/param.shtml
洛克施为,mint-IM-R55PO,,,,78,600,375,5.1,活力橘,,45,,20,,高复合ABS，高聚合PC,,,,,,,,,1,http://2c.zol-img.com.cn/product/136_160x120/350/ceTVwZnG7ZGWM.jpg,http://detail.zol.com.cn//384/383288/param.shtml
